Name,Platform,Genre,Critic_Score,User_Score,Rating
Colin McRae Rally 2.0,PS,Racing,90.0,8.7,E
Dynasty Warriors 7,PS3,Action,57.0,7.4,T
NBA 2K14,XOne,Sports,86.0,5.7,E
SSX,PS3,Sports,81.0,6.8,E
Sonic Riders: Zero Gravity,Wii,Racing,56.0,8.1,E
Sonic Mega Collection Plus,XB,Misc,75.0,7.9,E
Operation Flashpoint: Dragon Rising,PS3,Shooter,76.0,6.5,M
Tiger Woods PGA Tour 2002,PS2,Sports,80.0,7.6,E
Lost Odyssey,X360,Role-Playing,78.0,8.3,T
Street Fighter V,PS4,Fighting,77.0,3.4,T
Just Cause 3,XOne,Action,71.0,7,M
MLB 2005,PS2,Sports,78.0,7.6,E
Marvel: Ultimate Alliance 2,X360,Role-Playing,73.0,7.3,T
Burnout Revenge,PS2,Racing,90.0,8.8,E10+
Crysis 3,X360,Shooter,76.0,6.7,M
The Witcher 2: Assassins of Kings,X360,Action,88.0,8.3,M
Homefront,PS3,Shooter,70.0,5.7,M
LEGO Jurassic World,PS4,Action,70.0,7,E10+
The Elder Scrolls Online,PC,Role-Playing,71.0,5.7,M
Hot Shots Tennis,PS2,Sports,70.0,8.1,E
MX vs. ATV Reflex,PS3,Racing,74.0,7.4,E
Madden NFL 25,PS4,Sports,74.0,5.2,E
Sonic Heroes,XB,Platform,73.0,7.6,E
Spider-Man 3,PS2,Platform,50.0,6.5,T
James Bond 007: Agent Under Fire,XB,Shooter,71.0,7.5,T
LEGO Marvel Super Heroes,3DS,Action,61.0,5.2,E10+
DJ Hero,PS3,Misc,86.0,7.8,T
X-Men Legends,XB,Role-Playing,82.0,8.5,T
NBA Live 2005,XB,Sports,85.0,7.6,E
Harry Potter: Quidditch World Cup,PS2,Sports,68.0,6.6,E
Blitz: The League,PS2,Sports,76.0,8,M
Castlevania: Circle of the Moon,GBA,Platform,91.0,8.5,T
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,67.0,6.3,M
Tiger Woods PGA Tour 06,PS2,Sports,83.0,6.2,E
FIFA Street,X360,Sports,77.0,6.7,E
Classic NES Series: The Legend of Zelda,GBA,Adventure,84.0,8.6,E
Fire Emblem: The Sacred Stones,GBA,Strategy,85.0,9.1,E
Killzone: Liberation,PSP,Shooter,77.0,8.3,T
Finding Nemo,GC,Action,62.0,5.5,E
Ace Combat 2,PS,Simulation,83.0,8.2,T
NFL 2K2,PS2,Sports,85.0,7.5,E
Pure,PS3,Racing,83.0,7.8,E
Resistance: Retribution,PSP,Shooter,81.0,8.1,M
Call of Duty: World at War,DS,Shooter,75.0,7.8,T
Tiger Woods PGA Tour 12: The Masters,PS3,Sports,80.0,7.3,E
FIFA Soccer 09 All-Play,Wii,Sports,80.0,8.4,E
LEGO Indiana Jones 2: The Adventure Continues,PS3,Action,70.0,7.1,E10+
Fossil Fighters,DS,Role-Playing,70.0,7.9,E
NCAA Football 13,PS3,Action,79.0,4.1,E
Samba De Amigo,Wii,Misc,68.0,8.1,E
The Simpsons Game,PS3,Action,71.0,7.5,T
Call of Duty: Modern Warfare 2,PC,Shooter,86.0,4.2,M
The Tomb Raider Trilogy,PS3,Action,78.0,8.1,T
F1 2010,X360,Racing,84.0,7.5,E
Call of Juarez: Bound in Blood,PS3,Shooter,78.0,7.8,M
NBA 2K6,PS2,Action,84.0,8.3,E
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,78.0,8.3,T
Monster 4X4: World Circuit,Wii,Racing,51.0,7.8,E
Far Cry: Primal,XOne,Action,77.0,6.4,M
Resident Evil: Revelations,3DS,Action,82.0,8.5,M
Sonic Chronicles: The Dark Brotherhood,DS,Role-Playing,74.0,7.3,E
Star Wars: The Force Unleashed,DS,Action,61.0,5.5,T
Grand Theft Auto IV,PC,Action,90.0,6.6,M
Rock Band 3,X360,Misc,93.0,8.2,T
WWE SmackDown vs. Raw 2011,X360,Fighting,75.0,7.6,T
ESPN NHL 2K5,PS2,Sports,86.0,8.1,E
Borderlands: The Handsome Collection,PS4,Shooter,82.0,7.8,M
Crimson Skies: High Road to Revenge,XB,Simulation,88.0,8.8,T
Madden NFL 08,Wii,Sports,76.0,6.8,E
Spec Ops: Ranger Elite,PS,Shooter,48.0,6.6,T
F1 2009,Wii,Racing,69.0,7.2,E
Tom Clancy's Ghost Recon: Island Thunder,XB,Shooter,81.0,8.8,M
Sleeping Dogs,X360,Action,80.0,7.9,M
Kingdoms of Amalur: Reckoning,X360,Role-Playing,80.0,7.7,M
Kingdom Hearts Re: Chain of Memories,PS2,Role-Playing,68.0,7.2,E10+
Phantasy Star Portable 2,PSP,Role-Playing,69.0,8.1,T
Michael Jackson: The Experience,X360,Misc,63.0,6.8,E10+
LittleBigPlanet Karting,PS3,Action,73.0,6.9,E
Tony Hawk's Project 8,PS2,Sports,69.0,7.3,T
GRID,X360,Racing,87.0,7.9,E
DiRT,X360,Racing,83.0,7.4,E
Red Faction: Guerrilla,X360,Shooter,85.0,8.1,M
Fight Night Round 2,PS2,Fighting,88.0,9,T
Conflict: Desert Storm,XB,Shooter,65.0,8.1,T
Cooking Mama: World Kitchen,Wii,Simulation,62.0,4.9,E
Brothers in Arms: Hell's Highway,X360,Shooter,76.0,8.3,M
Vagrant Story,PS,Role-Playing,92.0,8.3,T
Warriors Orochi,PS2,Action,55.0,8.2,T
Crysis 3,PS3,Shooter,77.0,6.3,M
Mercenaries 2: World in Flames,PS3,Shooter,72.0,7.1,T
Ghostbusters: The Video Game,Wii,Action,76.0,8.5,E10+
Guitar Hero Live,PS4,Misc,80.0,6.2,T
Endless Ocean: Blue World,Wii,Simulation,76.0,8.5,E10+
Winning Eleven: Pro Evolution Soccer 2007,PSP,Sports,81.0,8.3,E
Rocky,PS2,Fighting,74.0,8.4,T
Ford Racing,PS,Racing,53.0,5.8,E
Guitar Hero: Warriors of Rock,X360,Misc,72.0,6.5,T
Lemmings,PSP,Puzzle,76.0,7.9,E
Dynasty Warriors 4: Xtreme Legends,PS2,Action,72.0,9.1,T
2010 FIFA World Cup South Africa,X360,Sports,83.0,8.1,E
Tomb Raider: Anniversary,Wii,Action,73.0,7.3,T
NBA 2K8,X360,Sports,81.0,7,E
Tiger Woods PGA Tour 2005,XB,Sports,88.0,8.9,E
Kingdoms of Amalur: Reckoning,PS3,Role-Playing,81.0,7.6,M
Dragon Ball Z: Burst Limit,PS3,Fighting,71.0,7.2,T
Tekken Tag Tournament 2,PS3,Fighting,82.0,8.2,T
Ninja Gaiden Sigma 2,PS3,Action,83.0,7.7,M
Ratatouille,PS2,Action,65.0,8,E
Burnout 2: Point of Impact,PS2,Racing,86.0,8.2,E
Wii Fit U,WiiU,Sports,72.0,7.7,E
Street Fighter EX3,PS2,Fighting,64.0,7.9,T
The Legendary Starfy,DS,Platform,75.0,8.4,E
NCAA Football 11,PS3,Sports,85.0,7.4,E
The House of the Dead: Overkill,Wii,Shooter,78.0,8.7,M
Army of Two: The 40th Day,PS3,Shooter,74.0,7,M
Darksiders II,PS3,Action,84.0,7.1,M
Spider-Man 2,GC,Action,80.0,8.8,T
 Tales of Xillia 2,PS3,Role-Playing,71.0,7.9,T
Ghostbusters: The Video Game,PS3,Action,78.0,7.9,T
The Incredibles,GC,Action,63.0,7.1,T
Xenoblade Chronicles X,WiiU,Role-Playing,84.0,8.9,T
NBA 2K10,PS3,Sports,83.0,7.8,E
Skate 2,PS3,Sports,84.0,7.8,T
Big Mutha Truckers,PS2,Racing,62.0,5.3,T
Rogue Galaxy,PS2,Role-Playing,83.0,8.4,T
ESPN College Hoops 2K5,PS2,Sports,86.0,8.1,E
NCAA Football 14,PS3,Sports,77.0,6.2,E
Harry Potter and the Order of the Phoenix,DS,Action,51.0,4.9,E
Sniper Elite V2,X360,Shooter,67.0,6.8,M
Metroid: Zero Mission,GBA,Adventure,89.0,9,E
Burnout Legends,PSP,Racing,86.0,8.4,E10+
Blazing Angels: Squadrons of WWII,Wii,Simulation,57.0,6.7,T
Madden NFL 09 All-Play,Wii,Sports,82.0,7.2,E
Dynasty Warriors 2,PS2,Action,75.0,8.8,T
Time Crisis 4,PS3,Shooter,60.0,7.4,T
Duke Nukem Forever,X360,Shooter,49.0,4.4,M
Lizzie McGuire 2: Lizzie Diaries,GBA,Action,57.0,5,E
NCAA Football 12,PS3,Sports,82.0,5.8,E
Brute Force,XB,Shooter,77.0,7.8,M
Tiger Woods PGA Tour 11,PS3,Sports,78.0,6.7,E
WWE SmackDown vs. Raw 2009,Wii,Fighting,79.0,8.5,T
Sly 3: Honor Among Thieves,PS2,Platform,83.0,8.8,E10+
Need for Speed: Nitro,Wii,Racing,69.0,7.4,E10+
Street Fighter X Tekken,PS3,Fighting,84.0,5.3,T
Sid Meier's Civilization Revolution,X360,Strategy,84.0,7.8,E10+
Tales of the Abyss,3DS,Role-Playing,75.0,7.6,T
Dragon Age II,PS3,Action,82.0,4.3,M
Call of Duty: Modern Warfare 3,Wii,Shooter,70.0,1.8,M
James Bond 007: Nightfire,XB,Shooter,78.0,7.8,T
Tony Hawk's Pro Skater 3,GC,Sports,91.0,9,T
Marvel: Ultimate Alliance,PS2,Role-Playing,81.0,8.2,T
DJ Hero 2,X360,Misc,86.0,7.9,T
Harvest Moon: Tree of Tranquility,Wii,Simulation,65.0,8.2,E
Tony Hawk's Underground 2 Remix,PSP,Sports,83.0,8,T
Need for Speed: Hot Pursuit 2,XB,Racing,75.0,6.4,E
Amped: Freestyle Snowboarding,XB,Sports,78.0,9,E
Stranglehold,X360,Shooter,77.0,7.6,M
Shin Megami Tensei: Persona 4,PS2,Role-Playing,90.0,8.9,M
Devil May Cry HD Collection,PS3,Action,74.0,8.8,M
Dance Central 3,X360,Misc,86.0,8,T
Tales of Destiny II,PS,Role-Playing,78.0,8.7,T
NASCAR 2001,PS,Racing,73.0,6.1,E
The Legend of Zelda: Four Swords Adventures,GC,Action,86.0,7.2,E
MediEvil: Resurrection,PSP,Adventure,66.0,8.7,T
Valkyrie Profile,PS,Role-Playing,81.0,8.8,T
Patapon,PSP,Misc,86.0,8.7,E
Pro Evolution Soccer 2010,X360,Sports,78.0,7.6,E
Tom Clancy's Rainbow Six 3,PS2,Shooter,70.0,8.2,M
Madden NFL 25,XOne,Sports,73.0,5.9,E
NCAA Football 10,PS3,Sports,80.0,6.9,E
Guitar Hero: Warriors of Rock,PS3,Misc,74.0,7.1,T
The Sims 2,PS2,Simulation,75.0,4.4,T
Dragon Ball: Raging Blast 2,PS3,Fighting,60.0,7.5,T
Yakuza,PS2,Action,75.0,8.2,M
Star Wars Rogue Squadron III: Rebel Strike,GC,Simulation,75.0,7.6,T
Hitman: Contracts,PS2,Shooter,80.0,8.3,M
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,Puzzle,79.0,8.5,T
Ben 10: Alien Force,Wii,Action,45.0,7.8,E10+
Final Fantasy Anthology,PS,Role-Playing,80.0,8.1,T
DiRT 2,X360,Racing,87.0,8.2,T
Prince of Persia: Warrior Within,XB,Action,83.0,7.5,M
Killzone: Mercenary,PSV,Shooter,78.0,8.9,M
Pro Evolution Soccer 2010,PSP,Sports,72.0,4.6,E
Guitar Hero: Metallica,X360,Misc,84.0,8.1,T
Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,86.0,8.5,T
Need for Speed: Hot Pursuit 2,GC,Racing,68.0,8.3,E
Rayman Raving Rabbids 2,DS,Misc,57.0,7,E10+
The Sims 2: Pets,PSP,Simulation,57.0,7.3,T
Dragon Ball Z: Budokai Tenkaichi 2,PS2,Fighting,73.0,8.6,T
Guitar Hero: Aerosmith,PS2,Misc,71.0,6.3,T
Star Wars The Clone Wars: Republic Heroes,Wii,Action,48.0,6.4,T
pro evolution soccer 2011,PSP,Sports,74.0,5.8,E
Harvest Moon: A Wonderful Life,GC,Role-Playing,79.0,8.9,E
DmC: Devil May Cry,PS3,Action,85.0,5.3,M
Motocross Mania,PS,Racing,34.0,5.3,E
Darksiders II,X360,Action,83.0,8,M
Need for Speed Rivals,X360,Racing,76.0,5.4,E10+
[Prototype 2],X360,Action,74.0,7,M
Armored Core 2,PS2,Simulation,78.0,8.4,T
The Godfather II,X360,Action,65.0,6.9,M
Dragon's Dogma,X360,Role-Playing,75.0,7.8,M
Pro Evolution Soccer 2016,PS4,Sports,87.0,7.1,E
Rare Replay,XOne,Misc,84.0,7.7,M
Band Hero,X360,Misc,76.0,5,E10+
NCAA Football 08,PS2,Sports,83.0,8.3,E
FIFA Soccer 2004,XB,Sports,82.0,8.2,E
The Sims 2: Castaway,PSP,Simulation,64.0,7.3,E10+
Star Ocean: The Last Hope,X360,Role-Playing,72.0,7.2,T
Sniper: Ghost Warrior,PS3,Shooter,53.0,6,M
Invizimals,PSP,Strategy,69.0,7.3,E10+
WWE 2K15,PS3,Sports,55.0,3.1,T
Too Human,X360,Role-Playing,65.0,7,T
Tiger Woods PGA Tour 10,PS3,Sports,81.0,7.7,E
Tom Clancy's Splinter Cell: Double Agent,X360,Action,85.0,8.1,M
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Fighting,74.0,8.5,T
Golden Sun: Dark Dawn,DS,Role-Playing,79.0,8.1,E10+
Fight Night Champion,X360,Fighting,86.0,7.4,M
Dead Island: Riptide,X360,Action,57.0,6.3,M
Star Wars The Clone Wars: Jedi Alliance,DS,Action,68.0,7.8,E10+
The World Ends With You,DS,Role-Playing,88.0,8.9,T
Drawn to Life,DS,Action,73.0,8.2,E
Sid Meier's Civilization Revolution,PS3,Strategy,85.0,7.7,E10+
NBA 2K7,PS2,Sports,81.0,8.4,E
James Bond 007: Nightfire,GC,Shooter,80.0,8.6,T
Goldeneye 007: Reloaded,PS3,Shooter,72.0,6.3,T
Rayman Origins,X360,Platform,87.0,8.2,E10+
Aliens: Colonial Marines,X360,Shooter,48.0,3.8,M
Lips,X360,Misc,71.0,7.4,T
MadWorld,Wii,Action,81.0,8.6,M
Need for Speed: ProStreet,PSP,Racing,57.0,7.1,E
Perfect Dark Zero,X360,Shooter,81.0,7.3,M
Marvel Nemesis: Rise of the Imperfects,PS2,Fighting,53.0,6.3,T
Need for Speed: Porsche Unleashed,PS,Racing,78.0,8.5,E
Resident Evil: Operation Raccoon City,X360,Action,52.0,4.9,M
UFC Personal Trainer: The Ultimate Fitness System,X360,Sports,70.0,6.5,E
Worms: Open Warfare,PSP,Strategy,70.0,6.6,E10+
Star Wars Episode II: Attack of the Clones,GBA,Action,38.0,5,E
Ghost Squad,Wii,Shooter,69.0,7.5,T
Maximo: Ghosts to Glory,PS2,Platform,84.0,8.7,T
Donkey Kong Country 3,GBA,Platform,77.0,8.4,E
All-Star Baseball 2003,PS2,Sports,81.0,8.4,E
Unlimited Saga,PS2,Role-Playing,45.0,3,T
Pokemon Dash,DS,Racing,46.0,5.9,E
Dragon Ball: Raging Blast,PS3,Fighting,57.0,7.2,T
Twisted Metal: Head On,PSP,Action,79.0,8.2,T
Sonic Unleashed,PS2,Platform,66.0,6.7,E10+
Driv3r,XB,Racing,56.0,4.7,M
ISS Pro Evolution,PS,Sports,94.0,8.7,E
Need For Speed: Undercover,PSP,Racing,52.0,6.8,T
Metroid Prime Hunters,DS,Shooter,85.0,8,T
Bayonetta 2,WiiU,Action,91.0,8.2,M
Star Wars Battlefront: Elite Squadron,PSP,Shooter,63.0,8,T
Syphon Filter: The Omega Strain,PS2,Shooter,65.0,6.9,M
The Sims 3,3DS,Simulation,52.0,3.3,T
Mortal Kombat: Deception,XB,Fighting,81.0,8.8,M
That's So Raven,GBA,Adventure,39.0,7.6,E
DJ Hero,Wii,Misc,87.0,7.6,T
Portal 2,PC,Shooter,95.0,8.8,E10+
Duke Nukem Forever,PS3,Shooter,51.0,4.9,M
Star Wars: The Force Unleashed II,Wii,Action,71.0,7.8,T
Harry Potter and the Half-Blood Prince,Wii,Action,60.0,6,E10+
Wall-E,PS2,Platform,67.0,8.4,E
Professor Layton and the Azran Legacy,3DS,Puzzle,81.0,7.9,E10+
Mega Man X5,PS,Platform,76.0,8.9,E
Titanfall 2,PS4,Shooter,89.0,8.4,M
Genji: Days of the Blade,PS3,Action,55.0,5.8,T
Metal Gear Solid V: The Phantom Pain,XOne,Action,95.0,7.3,M
Rockstar Games presents Table Tennis,X360,Sports,81.0,7.8,E
Drawn to Life: The Next Chapter,Wii,Puzzle,58.0,6,E
PokePark 2: Wonders Beyond,Wii,Action,60.0,7,E
DJ Hero 2,PS3,Misc,86.0,7.8,T
WWE SmackDown vs. Raw 2009,PSP,Fighting,72.0,6,T
LEGO Batman 2: DC Super Heroes,3DS,Action,72.0,5.2,E10+
SoulCalibur V,PS3,Fighting,81.0,6.7,T
Shark Tale,PS2,Action,69.0,6.5,E
Zone of the Enders,PS2,Shooter,78.0,7.4,M
Pro Evolution Soccer 2015,PS4,Sports,82.0,7.2,E
Tony Hawk's Underground 2,XB,Sports,83.0,7.8,T
Madden NFL 06,PSP,Sports,75.0,7.9,E
Raving Rabbids: Travel in Time,Wii,Adventure,62.0,7.6,E10+
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Fighting,81.0,7.9,T
MVP 06 NCAA Baseball,PS2,Sports,76.0,9,E
Turok,X360,Action,69.0,7.1,M
Coded Arms,PSP,Shooter,59.0,6.5,T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,Role-Playing,80.0,6.9,E10+
The Lord of the Rings: Conquest,PS3,Action,54.0,7.1,T
Band Hero,PS3,Misc,76.0,5.7,E10+
Burnout,PS2,Racing,79.0,7.7,E
Spectrobes,DS,Role-Playing,63.0,7.9,E
The Godfather II,PS3,Action,67.0,7.2,M
Mortal Kombat: Unchained,PSP,Fighting,70.0,8.8,M
Need for Speed: Shift,PSP,Racing,69.0,6.5,E
Dark Souls II,X360,Role-Playing,91.0,7.9,T
Assassin's Creed: Revelations,PC,Action,80.0,7.4,M
[Prototype 2],PS3,Action,79.0,6.8,M
Midnight Club 3: DUB Edition,XB,Racing,84.0,7.4,E10+
Resident Evil: Revelations,PS3,Action,74.0,7.2,M
Tom Clancy's Rainbow Six: Vegas,PSP,Shooter,60.0,7.1,T
Red Faction: Guerrilla,PS3,Shooter,85.0,8.1,M
Ace Combat: Assault Horizon,PS3,Action,77.0,6.7,T
Unreal Championship,XB,Shooter,83.0,8.2,M
Crysis 2,PC,Action,86.0,6.8,M
Tales of Vesperia,X360,Role-Playing,79.0,8.2,T
MLB 13: The Show,PS3,Sports,87.0,7.8,E
LEGO Marvel Super Heroes,WiiU,Action,82.0,8,E10+
Namco Museum Remix,Wii,Misc,49.0,6.3,E
Sword of Mana,GBA,Role-Playing,72.0,8.3,E
Marvel: Ultimate Alliance 2,PS3,Role-Playing,74.0,7.3,T
Dragon Age: Inquisition,PC,Role-Playing,85.0,5.9,M
Resonance of Fate,PS3,Role-Playing,72.0,8,T
Pirates of the Caribbean: At World's End,PS3,Action,55.0,6.9,T
Tiger Woods PGA Tour 08,PS3,Sports,79.0,6.6,E
Classic NES Series: Donkey Kong,GBA,Platform,55.0,4.8,E
Harvest Moon: Animal Parade,Wii,Simulation,76.0,8.9,E
WWE SmackDown vs. Raw 2010,Wii,Fighting,78.0,7.7,T
Style Savvy: Trendsetters,3DS,Simulation,76.0,8,E
Final Fantasy XIII-2,X360,Role-Playing,79.0,6.3,T
Oddworld: Munch's Oddysee,XB,Platform,80.0,8.7,T
Persona 4: Arena,PS3,Fighting,86.0,7.7,T
Brink,PS3,Shooter,72.0,5.8,T
NHL 11,X360,Sports,88.0,7.7,E10+
NCAA Football 07,X360,Sports,79.0,6.9,E
Full Spectrum Warrior,XB,Strategy,84.0,8.7,M
LEGO Marvel's Avengers,PS4,Action,71.0,7,E10+
Katamari Damacy,PS2,Puzzle,86.0,9,E
Just Dance 2015,WiiU,Misc,75.0,6.6,E10+
LEGO Dimensions,PS4,Action,80.0,7.1,E10+
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,Fighting,74.0,7.1,T
Shaun Palmer's Pro Snowboarder,PS2,Sports,64.0,8.7,E
James Bond 007: Agent Under Fire,GC,Shooter,74.0,6.8,T
Harvest Moon DS: Island of Happiness,DS,Simulation,65.0,7,E
Star Wars Episode III: Revenge of the Sith,GBA,Action,73.0,7.5,E10+
Ultimate Spider-Man,PS2,Action,74.0,7.9,T
Monopoly Streets,Wii,Misc,65.0,5.2,E
Total War: Rome II,PC,Strategy,76.0,4.2,T
NBA Live 08,PS2,Sports,68.0,6.6,E
Star Ocean: The Last Hope International,PS3,Role-Playing,74.0,6.7,T
Dead to Rights,XB,Shooter,73.0,8.9,M
Indiana Jones and the Staff of Kings,Wii,Action,55.0,7,T
Tiger Woods PGA Tour 07,PS2,Sports,79.0,6,E
Major League Baseball 2K7,X360,Sports,79.0,7.1,E
Persona Q: Shadow of the Labyrinth,3DS,Role-Playing,83.0,8.1,M
MLB 14: The Show,PS4,Sports,83.0,7.7,E
X-Men: Mutant Academy 2,PS,Fighting,72.0,8.4,T
Kirby: Canvas Curse,DS,Platform,86.0,8.2,E
Madden NFL 10,Wii,Sports,77.0,7.2,E
MLB 09: The Show,PS3,Sports,90.0,8.1,E
Borderlands: The Pre-Sequel,X360,Shooter,74.0,6.4,M
Super Monkey Ball Jr.,GBA,Puzzle,82.0,8.6,E
The Witcher 3: Wild Hunt,PC,Role-Playing,93.0,9.3,M
F1 2011,X360,Racing,84.0,7.1,E
Mobile Suit Gundam: Encounters in Space,PS2,Simulation,66.0,8.5,T
MLB 10: The Show,PS3,Sports,91.0,8.3,E
MX vs. ATV Reflex,X360,Racing,75.0,6.6,E
Blur,PS3,Racing,81.0,8.2,E10+
Battlefield: Bad Company 2,PC,Shooter,87.0,8.3,M
DiRT 3,X360,Racing,87.0,7.1,T
The Lord of the Rings: The Two Towers,XB,Action,79.0,8.1,T
Madden NFL 2003,XB,Sports,92.0,8.3,E
Skate,X360,Sports,86.0,8.4,T
XCOM: Enemy Unknown,PC,Strategy,89.0,8.2,M
Ben 10: Protector of Earth,PSP,Action,60.0,7.2,E10+
Virtua Fighter 4: Evolution,PS2,Fighting,93.0,9,T
Crysis,PC,Shooter,91.0,8,M
Resident Evil: Survivor,PS,Action,39.0,7,M
The Sims 2: Castaway,DS,Simulation,66.0,4,E
Godzilla: Destroy All Monsters Melee,GC,Fighting,73.0,7.8,T
Silent Hill 3,PS2,Action,85.0,8.8,M
Spyro: Enter the Dragonfly,GC,Platform,48.0,5.1,E
Power Rangers: Dino Thunder,PS2,Action,49.0,6.2,E
Madden NFL 08,PSP,Sports,75.0,6.8,E
Madden NFL 09,PSP,Sports,68.0,6.5,E
NBA Live 09,X360,Sports,77.0,7.4,E
Dragon Ball: Xenoverse 2,PS4,Action,73.0,7.8,T
Dynasty Warriors 6,PS3,Action,59.0,7.3,T
NCAA Football 09,X360,Sports,83.0,7.7,E
Doom 3: Resurrection of Evil,XB,Shooter,77.0,7.9,M
SSX,X360,Sports,82.0,6.4,E
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Role-Playing,65.0,5.9,T
Two Worlds,X360,Role-Playing,50.0,5.5,M
Tony Hawk's Underground,GC,Sports,89.0,8.5,T
Spider-Man 2,PSP,Action,67.0,6.9,T
NCAA Football 08,X360,Sports,81.0,7.8,E
Skylanders: Trap Team,WiiU,Action,86.0,7.1,E10+
Star Wars: Obi-Wan,XB,Action,58.0,5.9,T
Ace Attorney Investigations: Miles Edgeworth,DS,Adventure,78.0,8.4,T
Kill.Switch,PS2,Shooter,73.0,8.3,T
Catherine,PS3,Adventure,79.0,8.1,M
SplashDown,PS2,Racing,84.0,8.2,E
Jade Empire,XB,Role-Playing,89.0,8.6,M
Infinite Undiscovery,X360,Role-Playing,68.0,7,T
Lego Star Wars: The Force Awakens,PS4,Action,78.0,7.5,E10+
NHL 12,X360,Sports,86.0,7,E10+
Advance Wars,GBA,Strategy,92.0,9,E
NASCAR 2001,PS2,Racing,66.0,6.6,E
Mafia,PS2,Action,65.0,7.6,M
Ape Escape: On the Loose,PSP,Platform,66.0,6.4,E
Mobile Suit Gundam: Journey to Jaburo,PS2,Simulation,58.0,8.1,T
MLB 08: The Show,PS3,Sports,85.0,8.7,E
TimeSplitters 2,PS2,Shooter,90.0,8.8,T
Omerta: City of Gangsters,X360,Simulation,43.0,3.3,T
Driver: San Francisco,X360,Racing,80.0,7.6,T
Classic NES Series: Zelda II: The Adventure of Link,GBA,Adventure,73.0,7.5,E
James Bond 007: Blood Stone,PS3,Shooter,65.0,7.4,T
Metal Gear Solid: Portable Ops Plus,PSP,Action,65.0,7.5,T
LEGO Rock Band,Wii,Misc,70.0,6.8,E10+
Halo 2 Multiplayer Map Pack,XB,Shooter,89.0,7.4,M
Mortal Kombat: Shaolin Monks,PS2,Action,77.0,8.6,M
MotionSports,X360,Sports,40.0,4.4,T
MX vs. ATV Unleashed: On the Edge,PSP,Racing,68.0,8.1,E
Mario Pinball Land,GBA,Misc,62.0,4.9,E
Dragon Ball Z: Budokai,GC,Fighting,65.0,6.3,T
Plants vs. Zombies: Garden Warfare,XOne,Shooter,76.0,7.4,E10+
Need for Speed Rivals,XOne,Racing,75.0,5.8,E10+
The Sims 2: Apartment Pets,DS,Simulation,50.0,3.3,E
Harry Potter and the Chamber of Secrets,GC,Action,77.0,8.3,E
Prince of Persia: The Forgotten Sands,PS3,Action,75.0,7.6,T
The Lord of the Rings: The Return of the King,GC,Action,84.0,8.5,T
The Sims: Medieval,PC,Simulation,77.0,6.1,T
Top Spin 4,PS3,Sports,82.0,7.7,E
Baldur's Gate: Dark Alliance II,PS2,Role-Playing,78.0,8.7,T
Shark Tale,GBA,Action,63.0,9,E
IL-2 Sturmovik: Birds of Prey,PS3,Simulation,81.0,7.3,T
NBA Street Vol. 2,XB,Sports,89.0,8.8,E
MX vs. ATV Untamed,X360,Racing,70.0,7.1,E
The Last Remnant,X360,Role-Playing,66.0,6.9,M
NCAA Football 2005,XB,Sports,89.0,8,E
The Sly Collection,PS3,Platform,85.0,8.8,E10+
Naruto: Clash of Ninja,GC,Fighting,72.0,8.1,T
Sniper Elite 3,PS4,Shooter,67.0,7.1,M
Prince of Persia: The Two Thrones,PS2,Action,85.0,8.5,M
Hot Shots Golf: Open Tee 2,PSP,Sports,82.0,8.6,E
Suikoden II,PS,Role-Playing,82.0,8.4,T
Iron Man,PS3,Action,42.0,6.2,T
FIFA Soccer 06,XB,Sports,80.0,7.5,E
Fight Night 2004,XB,Fighting,85.0,8.7,T
.hack//Mutation Part 2,PS2,Role-Playing,76.0,8.9,T
Wolfenstein: The New Order,XOne,Shooter,79.0,7.8,M
Cars: Mater-National Championship,DS,Racing,69.0,6.8,E
Kirby's Dream Collection: Special Edition,Wii,Action,82.0,8.8,E10+
Return to Castle Wolfenstein: Tides of War,XB,Shooter,84.0,8.8,M
RIFT,PC,Role-Playing,84.0,7.3,T
Spider-Man 3,PS3,Platform,60.0,7,T
Mass Effect,PC,Role-Playing,89.0,8.6,M
The Evil Within,XOne,Action,79.0,7.3,M
Armored Core 3,PS2,Simulation,74.0,9,T
Star Wars: Republic Commando,XB,Shooter,78.0,8.9,T
The LEGO Movie Videogame,PS4,Action,71.0,7.1,E10+
Turok,PS3,Action,67.0,6,M
Terraria,X360,Action,81.0,7.2,T
Red Steel,Wii,Shooter,63.0,6.8,T
Unreal Tournament III,PS3,Shooter,86.0,7.7,M
Fossil Fighters: Champions,DS,Role-Playing,68.0,7.1,E
The Sims 3,DS,Simulation,73.0,6.4,E
NFL Street,XB,Sports,81.0,8.8,E
Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,77.0,7.2,E10+
Bakugan: Battle Brawlers,Wii,Action,62.0,7.2,E
Blazing Angels: Squadrons of WWII,PS3,Simulation,67.0,6.9,T
